	Domain	Phylum	Class	Order	Family	Genus	Species
4299ab1603f11ce7b7f99099c8ab0bec	d__Bacteria	 p__Chloroflexi	 c__AD3	 o__AD3	 f__AD3	 g__AD3	 s__uncultured_Thermoflavimicrobium
226c53250269d2d74d9317863a4d9544	d__Bacteria	 p__Chloroflexi	 c__AD3	 o__AD3	 f__AD3	 g__AD3	 s__uncultured_Thermoflavimicrobium
b61a5d57fb0d312763f1f05434b15f6c	d__Bacteria	 p__Chloroflexi	 c__AD3	 o__AD3	 f__AD3	 g__AD3	 s__uncultured_Thermoflavimicrobium
4afec6afb44283848126c45eb469d20b	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	unknown
3f3886b8ac5f60d464ead47b126eae9a	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	unknown	unknown	unknown	unknown
b070a14a525e2e4611fc6b1142d52dc8	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	unknown
e1135fb923361e2a37492b6c35e8d42c	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	 s__uncultured_Acidimicrobiales
343723f9dd309c907df840748e912c1d	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	 s__uncultured_Acidimicrobiales
2b741b3fe6e5d0d6915b39f5a6a6c24e	d__Bacteria	 p__Chloroflexi	 c__AD3	 o__AD3	 f__AD3	 g__AD3	 s__uncultured_Chloroflexi
eb4feadf05693e00e6fbb5aebd09f556	d__Bacteria	 p__Chloroflexi	 c__AD3	 o__AD3	 f__AD3	 g__AD3	 s__uncultured_Chloroflexi
1de61f99193cc0c84b4673b3fc26de22	d__Bacteria	 p__Armatimonadota	 c__Armatimonadia	 o__Armatimonadales	unknown	unknown	unknown
39c4165ce489b495e7743b62de26dbb7	d__Bacteria	 p__Armatimonadota	 c__Armatimonadia	 o__Armatimonadales	 f__Armatimonadales	 g__Armatimonadales	 s__uncultured_Armatimonadetes
9625e90b48b62b83a2c2f7a209be17f8	d__Bacteria	 p__Armatimonadota	 c__Chthonomonadetes	 o__Chthonomonadales	 f__Chthonomonadales	 g__Chthonomonadales	 s__uncultured_bacterium
08c3a619dce80beee334ed9faec27b06	d__Bacteria	 p__Armatimonadota	 c__Chthonomonadetes	 o__Chthonomonadales	 f__Chthonomonadales	 g__Chthonomonadales	 s__uncultured_bacterium
23e46578e951602bdec0af3c20ccb1b6	d__Bacteria	 p__Armatimonadota	 c__Chthonomonadetes	 o__Chthonomonadales	 f__Chthonomonadales	 g__Chthonomonadales	 s__uncultured_bacterium
40ad8fd626a901e6c4fcca6151a77b9b	d__Bacteria	 p__Armatimonadota	 c__Chthonomonadetes	 o__Chthonomonadales	 f__Chthonomonadales	 g__Chthonomonadales	 s__uncultured_Lutispora
bfc57a70941575c6acd5c7e8c9feac71	d__Bacteria	 p__Armatimonadota	 c__Armatimonadia	 o__Armatimonadales	unknown	unknown	unknown
e5f69d65c6e69474285769125ab44ff5	d__Bacteria	 p__Armatimonadota	 c__Armatimonadia	 o__Armatimonadales	unknown	unknown	unknown
0b4f0cac17dd8ff6bc1a42b03dae043b	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Acidimicrobiales	 f__Acidimicrobiaceae	 g__uncultured	 s__uncultured_bacterium
fc87bd35b92551d1555d5560bf18fe38	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
86411d7778b31434e137bd5e0507b47e	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	unknown
15a2dbdd20f0dc90f18afaacff1e8298	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	unknown	unknown	unknown	unknown
1a9f927d6d95faa4e6bd1b301b7ef51e	d__Bacteria	 p__Chloroflexi	 c__TK10	 o__TK10	 f__TK10	 g__TK10	unknown
1d193a8f37bbf95dc0c3c91038fdf558	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	unknown
dc20a7cb64a387e173e101bafe562521	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	unknown
df7042efb1ac3af2fc2755c83651c5f1	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	 s__uncultured_Acidothermaceae
d90ae664b9c38283d8a2b028227dec27	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	unknown
d20aca02f7d9e3797065b39643358f6e	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	 s__uncultured_Ferrimicrobium
c3db27e2704aec18ed6b163531a87873	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	 s__uncultured_Ferrimicrobium
1ccda8f5d7b922b461acace3a540c43e	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Blastocatellales	 f__Blastocatellaceae	unknown	unknown
7fe687b4089c1ded49adbbea4ffd44dd	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	 s__uncultured_Ferrimicrobium
c17409b2f0356480aff7c922e2fa231a	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	 s__uncultured_Ferrimicrobium
aa333bf7e091163fbb1318cca6ffb2ba	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
d757e6074c2586fc39615ef65c034e8b	d__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadales	 g__Saccharimonadales	unknown
2a0df624cafce954e96f419db5531c7d	d__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadales	 g__Saccharimonadales	 s__uncultured_bacterium
3741373a2da576d107be64397196c966	d__Bacteria	 p__Chloroflexi	 c__TK10	 o__TK10	 f__TK10	 g__TK10	unknown
af599cb6da330d0b2fa04ea31547acee	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__uncultured	 f__uncultured	 g__uncultured	 s__uncultured_Acidimicrobiia
c387bbc91636fbc42e2e39ad2630e071	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__uncultured	 f__uncultured	 g__uncultured	 s__uncultured_Acidimicrobiia
54a59d8e5f4ce72d9bdda568b813b994	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__uncultured	 f__uncultured	 g__uncultured	 s__metagenome
a9fd55b59ca6b6fcab7d76139bfd44d2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Burkholderiaceae	 g__Burkholderia-Caballeronia-Paraburkholderia	unknown
8e01df0f2012300c5fdfd5b3ccd03245	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Pseudonocardiales	 f__Pseudonocardiaceae	 g__Pseudonocardia	unknown
2b593dc4aeacb77518d4bb7361a5d008	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Pseudonocardiales	 f__Pseudonocardiaceae	 g__Pseudonocardia	unknown
52668fdaf796928cca20d5eed252fc89	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Catenulisporales	 f__Actinospicaceae	 g__Actinospica	unknown
b06513e68cbeac780567c9c0e04e3e28	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__A0839	 g__A0839	 s__uncultured_Phyllobacteriaceae
f5942181969ab9a912a9dcb7b47ded3d	d__Bacteria	 p__Armatimonadota	 c__uncultured	 o__uncultured	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
861af69feaa18126ca9c3a3167aeeae7	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Frankiales	unknown	unknown	unknown
0b20589f71e751d955192db9e6c1d74d	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__A4b	 g__A4b	 s__uncultured_bacterium
5f5d6e57bd69ff574a801d784ec0a5da	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__A4b	 g__A4b	 s__uncultured_bacterium
93aef5e547d0d18ce82786443a522b47	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae	 g__Arenimonas	unknown
15ca6d0431430bf589ad5dd6d12c5c6a	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__SBR1031	 g__SBR1031	 s__uncultured_bacterium
4e0b2f6475401363b959b1ad8d33f320	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Pyrinomonadaceae	 g__RB41	unknown
04745e7a050e22e34c974e556c33dedd	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__SBR1031	 g__SBR1031	 s__uncultured_Anaerolineaceae
1760f48b1c385c8346cfd77a63f62dc9	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__SBR1031	 g__SBR1031	 s__uncultured_Anaerolineaceae
5665c7332099a03ed44340ceea42c022	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__SBR1031	 g__SBR1031	 s__uncultured_Anaerolineaceae
8aec0af67e74bdbdb70c0e5508459ccc	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
c65e1879af8eaf61b145c16a393711bd	d__Archaea	 p__Halobacterota	 c__Methanosarcinia	 o__Methanosarciniales	 f__Methanosarcinaceae	 g__Methanosarcina	unknown
ab24d7136b4d6139b0254a6bd86b023d	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__SBR1031	 g__SBR1031	unknown
0af4e3f44787dffbe72be22f99ff8114	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Iamiaceae	 g__Iamia	unknown
12dfccdc674d31733a939605b09733bc	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Ilumatobacteraceae	unknown	unknown
7af81f55309e079fc332a8fa80b671eb	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Iamiaceae	 g__Iamia	unknown
d7f89d409288d9ee839524d222eaa612	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	unknown	unknown	unknown
d8df60a0ae6040dce98aed8b4e32367d	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Iamiaceae	 g__Iamia	unknown
86ec5ffa7757f947ff96c6663eb00099	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	unknown	unknown	unknown
435944ec2b668fdc325fe6561d6e521c	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	unknown	unknown	unknown
5d998e601796e533fc3d772cef4be108	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__uncultured	 g__uncultured	 s__bacterium_YC-ZSS-LKJ199
b39ae966182e5542452026375825f192	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	unknown	unknown	unknown	unknown
5bde820fb58e4ee63a18f1cf89320f05	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Iamiaceae	 g__Iamia	unknown
0c64d224e9cb37daecaab77be27e61bc	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	 s__bacterium_enrichment
49b6e6805deb53509063d936f536755f	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Pseudonocardiales	 f__Pseudonocardiaceae	 g__Pseudonocardia	unknown
843cee41f1aecbd29c40c2c130a89f8a	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Pseudonocardiales	 f__Pseudonocardiaceae	 g__Pseudonocardia	unknown
a54e863eabdc252f9a50b1870c903d51	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
7d3ec57e30b591b28a7ceb7e6cd6963b	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
7843ee6685c602bc44eb5c4311aaf7a5	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__uncultured	 f__uncultured	 g__uncultured	unknown
53185a90df9a8610d88f908b291e2303	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	 g__Aquisphaera	unknown
c1d6727992bdf3037e54419df0328690	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	unknown	unknown
5193a2d7f2e0a569cbbbb2dd17345a42	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	 g__uncultured	unknown
d12725c77ec3b8f7f789aac343955da0	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	 g__uncultured	 s__uncultured_soil
f9c8b6fb65279d5a4bd3846bc275247c	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	 g__Singulisphaera	unknown
2e7a16d58a0d91824371f34c5947e08e	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	 g__Singulisphaera	unknown
8fcc7c19ecfa9f0cfdcf0d83aff5b117	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	unknown	unknown
32d343b271b888c621d9a6b59dec3464	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	unknown	unknown
c79182637a077c4af623061b4c945919	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	unknown	unknown
76b5085426a4b51a1763a7f10e9bac08	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	 g__Tundrisphaera	 s__uncultured_planctomycete
8fcf79300e05cf38261eea48424f07ce	d__Bacteria	 p__RCP2-54	 c__RCP2-54	 o__RCP2-54	 f__RCP2-54	 g__RCP2-54	 s__uncultured_Desulfuromonadales
99cd9104c384bf4e171908fe32987743	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	unknown	unknown
a2cf079a39cb37bb1b3409194f910122	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__uncultured	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
71c6b49bb0d64e2d7f85279ac6165f2c	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	 g__uncultured	 s__uncultured_planctomycete
c885419ee59f6a2dd6f5a6eb829e3f32	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	 g__Singulisphaera	unknown
03101f461276fc2396af1a987cc3a7da	d__Bacteria	 p__Sumerlaeota	 c__Sumerlaeia	 o__Sumerlaeales	 f__Sumerlaeaceae	 g__Sumerlaea	unknown
bc1f5ecab8dbbdf62bcfdf8474f9bce7	d__Bacteria	 p__Sumerlaeota	 c__Sumerlaeia	 o__Sumerlaeales	 f__Sumerlaeaceae	 g__Sumerlaea	 s__uncultured_bacterium
a7c6b3c76916580e5f81a74eaeb1d829	d__Bacteria	 p__Sumerlaeota	 c__Sumerlaeia	 o__Sumerlaeales	 f__Sumerlaeaceae	 g__Sumerlaea	 s__uncultured_Acidobacteria
9fc628c59b876bb5b0384439c163db60	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micromonosporales	 f__Micromonosporaceae	 g__Luedemannella	 s__metagenome
250504053c466872a05a0583a6b92bae	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
3a647eb48a7eaa59a59ffeecafa76d40	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	unknown	unknown	unknown
d0213a5aea9293576d0f51304cd48df9	d__Bacteria	 p__Armatimonadota	 c__Fimbriimonadia	 o__Fimbriimonadales	 f__Fimbriimonadaceae	 g__Fimbriimonadaceae	unknown
273cc04d33130ad5c9f943913952f8fd	d__Bacteria	 p__Gemmatimonadota	 c__S0134_terrestrial_group	 o__S0134_terrestrial_group	 f__S0134_terrestrial_group	 g__S0134_terrestrial_group	 s__uncultured_soil
9203ee28a9c401eab981800f74be7457	d__Bacteria	 p__Gemmatimonadota	 c__S0134_terrestrial_group	 o__S0134_terrestrial_group	 f__S0134_terrestrial_group	 g__S0134_terrestrial_group	 s__uncultured_soil
a9aee40ed8d7f3cfdf827162e0f40db6	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__Gemmatimonas	 s__uncultured_Gemmatimonas
cd3bfef29d7d40b92d59065b19e329ca	d__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__UBA9983	 f__UBA9983	 g__UBA9983	unknown
6d1abffa80b18acddee793e1fd5fcdde	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Hyphomicrobiaceae	 g__Hyphomicrobiaceae	 s__uncultured_bacterium
6de6a8cd1ba5b96371140a1beac72cd5	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiales_Incertae_Sedis	 g__Bauldia	unknown
df5bfbfbe91807a907011b0c19d2a251	d__Bacteria	 p__Acidobacteriota	 c__Subgroup_20	 o__Subgroup_20	 f__Subgroup_20	 g__Subgroup_20	 s__uncultured_bacterium
dde0abe1444c8932a42e062da484808d	d__Bacteria	 p__Armatimonadota	 c__Chthonomonadetes	 o__Chthonomonadales	 f__Chthonomonadales	 g__Chthonomonadales	 s__uncultured_bacterium
29f316601e57336cd72bb7364861cf75	d__Bacteria	 p__Armatimonadota	 c__Chthonomonadetes	 o__Chthonomonadales	 f__Chthonomonadales	 g__Chthonomonadales	 s__uncultured_bacterium
9e18ecb8e19e9f6eb18640043b05e479	d__Bacteria	 p__Gemmatimonadota	 c__Longimicrobia	 o__Longimicrobiales	 f__Longimicrobiaceae	 g__Longimicrobiaceae	 s__uncultured_soil
bd4d2f0c0fba38deaf7eecbe58edf279	d__Bacteria	 p__Sumerlaeota	 c__Sumerlaeia	 o__Sumerlaeales	 f__Sumerlaeaceae	 g__Sumerlaea	 s__uncultured_Candidatus
c85ad28b826914beefafc798dbb8596a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__uncultured	 f__uncultured	 g__uncultured	 s__uncultured_Rhodospirillaceae
e4ddbf488dc2a44c5589026f24208562	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cytophagaceae	 g__Sporocytophaga	 s__Sporocytophaga_myxococcoides
38fdd431a267ca26473206f396527d60	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__Gemmatimonas	 s__uncultured_Gemmatimonadales
3fd7a762b3a3391294ff7a8529eba492	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__Gemmatimonas	 s__uncultured_Gemmatimonadaceae
0216f750a0dede78a8082ed65f024e69	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__Gemmatimonas	unknown
9e49fa21f9c32c922e58a35563dabff1	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__Gemmatimonas	unknown
7c61bfc6ab7a45bce11382eae6a203ed	d__Bacteria	 p__Armatimonadota	 c__Chthonomonadetes	 o__Chthonomonadales	 f__Chthonomonadales	 g__Chthonomonadales	 s__uncultured_bacterium
7323519934d567805d72bb8a56ff3896	d__Bacteria	 p__Armatimonadota	 c__Chthonomonadetes	 o__Chthonomonadales	 f__Chthonomonadales	 g__Chthonomonadales	 s__uncultured_bacterium
331d826b957a71d6eec89e383d2fda84	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	 s__Pythium_ultimum
50d290aa57ef1fbb9ca40fbf19d4f8f8	d__Bacteria	 p__Sumerlaeota	 c__Sumerlaeia	 o__uncultured	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
42c129519584cc7622de773771b1e528	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Pyrinomonadaceae	 g__RB41	 s__uncultured_Acidobacteriales
be14ce1fac5945192392b09355b21d22	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
efdc3bf7180100f687e8796660d55ce2	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriales	 f__uncultured	 g__uncultured	unknown
bd426e2deaa1c88183bc9e9b88eef20b	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriales	 f__uncultured	 g__uncultured	unknown
60dc9544b128aecf2d8cfa8b7674d377	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Blastocatellales	 f__Blastocatellaceae	unknown	unknown
00b64cf62c08c94b7a1f04458c9438c8	d__Bacteria	 p__Armatimonadota	 c__Fimbriimonadia	 o__Fimbriimonadales	 f__Fimbriimonadaceae	 g__Fimbriimonadaceae	 s__uncultured_bacterium
d31bfb0dbccc7ac4427f13785117cf97	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Blastocatellales	 f__Blastocatellaceae	unknown	unknown
984f2217fb7e15f2f2e1c09fb274b61d	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Blastocatellales	 f__Blastocatellaceae	unknown	unknown
7f867030e4a72680ecb2ab0038f897aa	d__Bacteria	 p__Armatimonadota	 c__Chthonomonadetes	 o__Chthonomonadales	 f__Chthonomonadales	 g__Chthonomonadales	 s__uncultured_bacterium
e527ee2af4fa99564590338a4ebde6e6	d__Bacteria	 p__Armatimonadota	 c__Chthonomonadetes	 o__Chthonomonadales	 f__Chthonomonadales	 g__Chthonomonadales	 s__uncultured_bacterium
205554c809797a907aadd10c104d691b	d__Bacteria	 p__Armatimonadota	 c__Chthonomonadetes	 o__Chthonomonadales	 f__Chthonomonadales	 g__Chthonomonadales	 s__uncultured_Armatimonadetes
53695ff60e1cb283b640eba1bc776160	d__Bacteria	 p__Armatimonadota	 c__Chthonomonadetes	 o__Chthonomonadales	 f__Chthonomonadales	 g__Chthonomonadales	 s__uncultured_Armatimonadetes
c6aeea74cb24eb0148af59563f6fb109	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	unknown	unknown	unknown	unknown
3a419b32a20ba70bccdb450615ee4d42	d__Bacteria	 p__Chloroflexi	 c__Ktedonobacteria	 o__Ktedonobacterales	 f__Ktedonobacteraceae	 g__G12-WMSP1	 s__uncultured_bacterium
f6fe44de28300a922d4a92cf3c09cc3a	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	unknown
a070bd6aa25cdcd93050448f1ed666cd	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Thermoactinomycetales	 f__Thermoactinomycetaceae	unknown	unknown
f0c3b2516f41f5a358fa80284b630f3a	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
90de007aa9ad7e459b6535d20e8c201c	d__Bacteria	 p__Chloroflexi	 c__AD3	 o__AD3	 f__AD3	 g__AD3	 s__uncultured_Thermoflavimicrobium
1851ff3f3ac97c8ff85782174fdf1ada	d__Bacteria	 p__Chloroflexi	 c__AD3	 o__AD3	 f__AD3	 g__AD3	 s__uncultured_Thermoflavimicrobium
372a644eb91cbf3ee8ff606b8f725c8d	d__Bacteria	 p__Chloroflexi	 c__AD3	 o__AD3	 f__AD3	 g__AD3	 s__uncultured_Thermoflavimicrobium
66868790e789e180e443fd4b4586b60d	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	unknown	unknown	unknown	unknown
33ed7264877e9c6118827408087ee0b1	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	unknown
185b940d2c40f0c9388184974d614133	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	unknown
a659cf64f30c0f8629e5dbb80349a73c	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	 s__uncultured_Acidimicrobiales
6f445572fac2faab73e18d986d7e110d	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Actinomarinales	 f__uncultured	 g__uncultured	unknown
b93de42a5ecf20e3d4ce7e824428d094	d__Bacteria	 p__Armatimonadota	 c__Chthonomonadetes	 o__Chthonomonadales	 f__Chthonomonadales	 g__Chthonomonadales	unknown
c35d7891f6118f1b3cdb2e56dc00d628	d__Bacteria	 p__Armatimonadota	 c__Armatimonadia	 o__Armatimonadales	unknown	unknown	unknown
3176d1f71afbb11f96e4cd994f069951	d__Bacteria	 p__Armatimonadota	 c__Armatimonadia	 o__Armatimonadales	 f__Armatimonadales	 g__Armatimonadales	 s__uncultured_organism
dda21ed2b4c946b55bacbb6e04187c36	d__Bacteria	 p__Armatimonadota	unknown	unknown	unknown	unknown	unknown
bcccd884cd6765d7da5c31597e0b2aa2	d__Bacteria	 p__Armatimonadota	 c__Armatimonadia	 o__Armatimonadales	unknown	unknown	unknown
994ce56eeb4fda719566736cc25797e4	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Acidimicrobiales	 f__Acidimicrobiaceae	 g__uncultured	 s__uncultured_bacterium
eb1b0e7637ba84f41331e63605330690	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Acidimicrobiales	 f__Acidimicrobiaceae	 g__uncultured	 s__uncultured_bacterium
ca97ff5b905c38776a82915f6cd52e88	d__Bacteria	 p__Chloroflexi	 c__TK10	 o__TK10	 f__TK10	 g__TK10	unknown
444c2d5259730427c65314174de546b3	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	unknown
2dd279f2ee48b5c1e8c4b3a105988219	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	 s__uncultured_Actinomycetales
906b5d8d408079d4604476cb7defef4e	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	 s__uncultured_Actinomycetales
3fc6ce0b28b8155273d2a016307367de	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	 s__uncultured_Actinomycetales
